timestamp,candidate,probability,hasKalshi
2026-01-30T03:40:00.888822Z,Phil Andrew,0.3,false
2026-01-30T03:40:09.331159Z,Daniel Biss,67.4,true
2026-01-30T03:40:09.331159Z,Kat Abugazaleh,19.8,true
2026-01-30T03:40:09.331159Z,Laura Fine,10.4,true
2026-01-30T03:40:09.331159Z,Mike Simmons,0.8,true
2026-01-30T03:40:09.331159Z,Bushra Amiwala,0.8,false
2026-01-30T03:40:09.331159Z,Phil Andrew,0.3,false
2026-01-30T03:40:09.395005Z,Daniel Biss,67.5,true
2026-01-30T03:40:09.395005Z,Kat Abugazaleh,19.8,true
2026-01-30T03:40:09.395005Z,Laura Fine,10.4,true
2026-01-30T03:40:09.395005Z,Mike Simmons,0.8,true
2026-01-30T03:40:09.395005Z,Bushra Amiwala,0.8,false
2026-01-30T03:40:09.395005Z,Phil Andrew,0.3,false
2026-01-30T03:40:47.203129Z,Daniel Biss,67.4,true
2026-01-30T03:40:47.203129Z,Kat Abugazaleh,19.8,true
2026-01-30T03:40:47.203129Z,Laura Fine,10.4,true
2026-01-30T03:40:47.203129Z,Mike Simmons,0.8,true
2026-01-30T03:40:47.203129Z,Bushra Amiwala,0.8,false
2026-01-30T03:40:47.203129Z,Phil Andrew,0.3,false
2026-01-30T03:40:59.426070Z,Daniel Biss,67.4,true
2026-01-30T03:40:59.426070Z,Kat Abugazaleh,19.8,true
2026-01-30T03:40:59.426070Z,Laura Fine,10.4,true
2026-01-30T03:40:59.426070Z,Mike Simmons,0.8,true
2026-01-30T03:40:59.426070Z,Bushra Amiwala,0.8,false
2026-01-30T03:40:59.426070Z,Phil Andrew,0.3,false
2026-01-30T03:41:59.648782Z,Daniel Biss,67.4,true
2026-01-30T03:41:59.648782Z,Kat Abugazaleh,19.8,true
2026-01-30T03:41:59.648782Z,Laura Fine,10.4,true
2026-01-30T03:41:59.648782Z,Mike Simmons,0.8,true
2026-01-30T03:41:59.648782Z,Bushra Amiwala,0.8,false
2026-01-30T03:41:59.648782Z,Phil Andrew,0.3,false
2026-01-30T03:42:59.858921Z,Daniel Biss,67.4,true
2026-01-30T03:42:59.858921Z,Kat Abugazaleh,19.8,true
2026-01-30T03:42:59.858921Z,Laura Fine,10.4,true
2026-01-30T03:42:59.858921Z,Mike Simmons,0.8,true
2026-01-30T03:42:59.858921Z,Bushra Amiwala,0.8,false
2026-01-30T03:42:59.858921Z,Phil Andrew,0.3,false
2026-01-30T03:43:50.566578Z,Daniel Biss,67.4,true
2026-01-30T03:43:50.566578Z,Kat Abugazaleh,19.8,true
2026-01-30T03:43:50.566578Z,Laura Fine,10.4,true
2026-01-30T03:43:50.566578Z,Mike Simmons,0.8,true
2026-01-30T03:43:50.566578Z,Bushra Amiwala,0.8,false
2026-01-30T03:43:50.566578Z,Phil Andrew,0.3,false
2026-01-30T03:43:50.887770Z,Daniel Biss,67.4,true
2026-01-30T03:43:50.887770Z,Kat Abugazaleh,19.8,true
2026-01-30T03:43:50.887770Z,Laura Fine,10.4,true
2026-01-30T03:43:50.887770Z,Mike Simmons,0.8,true
2026-01-30T03:43:50.887770Z,Bushra Amiwala,0.8,false
2026-01-30T03:43:50.887770Z,Phil Andrew,0.3,false
2026-01-30T03:44:00.000409Z,Daniel Biss,67.4,true
2026-01-30T03:44:00.000409Z,Kat Abugazaleh,19.8,true
2026-01-30T03:44:00.000409Z,Laura Fine,10.4,true
2026-01-30T03:44:00.000409Z,Mike Simmons,0.8,true
2026-01-30T03:44:00.000409Z,Bushra Amiwala,0.8,false
2026-01-30T03:44:00.000409Z,Phil Andrew,0.3,false
2026-01-30T03:44:09.424965Z,Daniel Biss,67.5,true
2026-01-30T03:44:09.424965Z,Kat Abugazaleh,19.8,true
2026-01-30T03:44:09.424965Z,Laura Fine,10.4,true
2026-01-30T03:44:09.424965Z,Mike Simmons,0.8,true
2026-01-30T03:44:09.424965Z,Bushra Amiwala,0.8,false
2026-01-30T03:44:09.424965Z,Phil Andrew,0.3,false
2026-01-30T03:44:09.456580Z,Daniel Biss,67.4,true
2026-01-30T03:44:09.456580Z,Kat Abugazaleh,19.8,true
2026-01-30T03:44:09.456580Z,Laura Fine,10.4,true
2026-01-30T03:44:09.456580Z,Mike Simmons,0.8,true
2026-01-30T03:44:09.456580Z,Bushra Amiwala,0.8,false
2026-01-30T03:44:09.456580Z,Phil Andrew,0.3,false
2026-01-30T03:45:00.230840Z,Daniel Biss,67.4,true
2026-01-30T03:45:00.230840Z,Kat Abugazaleh,19.8,true
2026-01-30T03:45:00.230840Z,Laura Fine,10.4,true
2026-01-30T03:45:00.230840Z,Mike Simmons,0.8,true
2026-01-30T03:45:00.230840Z,Bushra Amiwala,0.8,false
2026-01-30T03:45:00.230840Z,Phil Andrew,0.3,false
2026-01-30T03:46:00.463472Z,Daniel Biss,67.4,true
2026-01-30T03:46:00.463472Z,Kat Abugazaleh,19.8,true
2026-01-30T03:46:00.463472Z,Laura Fine,10.4,true
2026-01-30T03:46:00.463472Z,Mike Simmons,0.8,true
2026-01-30T03:46:00.463472Z,Bushra Amiwala,0.8,false
2026-01-30T03:46:00.463472Z,Phil Andrew,0.3,false
2026-01-30T03:46:47.892591Z,Daniel Biss,67.4,true
2026-01-30T03:46:47.892591Z,Kat Abugazaleh,19.8,true
2026-01-30T03:46:47.892591Z,Laura Fine,10.4,true
2026-01-30T03:46:47.892591Z,Mike Simmons,0.8,true
2026-01-30T03:46:47.892591Z,Bushra Amiwala,0.8,false
2026-01-30T03:46:47.892591Z,Phil Andrew,0.3,false
2026-01-30T03:46:47.989631Z,Daniel Biss,67.4,true
2026-01-30T03:46:47.989631Z,Kat Abugazaleh,19.8,true
2026-01-30T03:46:47.989631Z,Laura Fine,10.4,true
2026-01-30T03:46:47.989631Z,Mike Simmons,0.8,true
2026-01-30T03:46:47.989631Z,Bushra Amiwala,0.8,false
2026-01-30T03:46:47.989631Z,Phil Andrew,0.3,false
2026-01-30T03:47:00.618534Z,Daniel Biss,67.4,true
2026-01-30T03:47:00.618534Z,Kat Abugazaleh,19.8,true
2026-01-30T03:47:00.618534Z,Laura Fine,10.4,true
2026-01-30T03:47:00.618534Z,Mike Simmons,0.8,true
2026-01-30T03:47:00.618534Z,Bushra Amiwala,0.8,false
2026-01-30T03:47:00.618534Z,Phil Andrew,0.3,false
2026-01-30T03:48:00.841161Z,Daniel Biss,67.4,true
2026-01-30T03:48:00.841161Z,Kat Abugazaleh,19.8,true
2026-01-30T03:48:00.841161Z,Laura Fine,10.4,true
2026-01-30T03:48:00.841161Z,Mike Simmons,0.8,true
2026-01-30T03:48:00.841161Z,Bushra Amiwala,0.8,false
2026-01-30T03:48:00.841161Z,Phil Andrew,0.3,false
2026-01-30T03:48:10.129793Z,Daniel Biss,67.4,true
2026-01-30T03:48:10.129793Z,Kat Abugazaleh,19.8,true
2026-01-30T03:48:10.129793Z,Laura Fine,10.4,true
2026-01-30T03:48:10.129793Z,Mike Simmons,0.8,true
2026-01-30T03:48:10.129793Z,Bushra Amiwala,0.8,false
2026-01-30T03:48:10.129793Z,Phil Andrew,0.3,false
2026-01-30T03:48:10.197375Z,Daniel Biss,67.4,true
2026-01-30T03:48:10.197375Z,Kat Abugazaleh,19.8,true
2026-01-30T03:48:10.197375Z,Laura Fine,10.4,true
2026-01-30T03:48:10.197375Z,Mike Simmons,0.8,true
2026-01-30T03:48:10.197375Z,Bushra Amiwala,0.8,false
2026-01-30T03:48:10.197375Z,Phil Andrew,0.3,false
2026-01-30T03:49:01.049766Z,Daniel Biss,67.4,true
2026-01-30T03:49:01.049766Z,Kat Abugazaleh,19.8,true
2026-01-30T03:49:01.049766Z,Laura Fine,10.4,true
2026-01-30T03:49:01.049766Z,Mike Simmons,0.8,true
2026-01-30T03:49:01.049766Z,Bushra Amiwala,0.8,false
2026-01-30T03:49:01.049766Z,Phil Andrew,0.3,false
2026-01-30T03:50:01.340603Z,Daniel Biss,67.4,true
2026-01-30T03:50:01.340603Z,Kat Abugazaleh,19.8,true
2026-01-30T03:50:01.340603Z,Laura Fine,10.4,true
2026-01-30T03:50:01.340603Z,Mike Simmons,0.8,true
2026-01-30T03:50:01.340603Z,Bushra Amiwala,0.8,false
2026-01-30T03:50:01.340603Z,Phil Andrew,0.3,false
2026-01-30T03:51:01.566144Z,Daniel Biss,67.4,true
2026-01-30T03:51:01.566144Z,Kat Abugazaleh,19.8,true
2026-01-30T03:51:01.566144Z,Laura Fine,10.4,true
2026-01-30T03:51:01.566144Z,Mike Simmons,0.8,true
2026-01-30T03:51:01.566144Z,Bushra Amiwala,0.8,false
2026-01-30T03:51:01.566144Z,Phil Andrew,0.3,false
2026-01-30T03:52:01.793591Z,Daniel Biss,67.4,true
2026-01-30T03:52:01.793591Z,Kat Abugazaleh,19.8,true
2026-01-30T03:52:01.793591Z,Laura Fine,10.4,true
2026-01-30T03:52:01.793591Z,Mike Simmons,0.8,true
2026-01-30T03:52:01.793591Z,Bushra Amiwala,0.8,false
2026-01-30T03:52:01.793591Z,Phil Andrew,0.3,false
2026-01-30T03:53:01.997859Z,Daniel Biss,67.4,true
2026-01-30T03:53:01.997859Z,Kat Abugazaleh,19.8,true
2026-01-30T03:53:01.997859Z,Laura Fine,10.4,true
2026-01-30T03:53:01.997859Z,Mike Simmons,0.8,true
2026-01-30T03:53:01.997859Z,Bushra Amiwala,0.8,false
2026-01-30T03:53:01.997859Z,Phil Andrew,0.3,false
2026-01-30T03:54:02.388674Z,Daniel Biss,67.3,true
2026-01-30T03:54:02.388674Z,Kat Abugazaleh,19.8,true
2026-01-30T03:54:02.388674Z,Laura Fine,10.5,true
2026-01-30T03:54:02.388674Z,Mike Simmons,0.8,true
2026-01-30T03:54:02.388674Z,Bushra Amiwala,0.8,false
2026-01-30T03:54:02.388674Z,Phil Andrew,0.3,false
2026-01-30T03:55:02.624514Z,Daniel Biss,67.4,true
2026-01-30T03:55:02.624514Z,Kat Abugazaleh,19.8,true
2026-01-30T03:55:02.624514Z,Laura Fine,10.4,true
2026-01-30T03:55:02.624514Z,Mike Simmons,0.8,true
2026-01-30T03:55:02.624514Z,Bushra Amiwala,0.8,false
2026-01-30T03:55:02.624514Z,Phil Andrew,0.3,false
2026-01-30T03:56:02.822927Z,Daniel Biss,67.4,true
2026-01-30T03:56:02.822927Z,Kat Abugazaleh,19.8,true
2026-01-30T03:56:02.822927Z,Laura Fine,10.4,true
2026-01-30T03:56:02.822927Z,Mike Simmons,0.8,true
2026-01-30T03:56:02.822927Z,Bushra Amiwala,0.8,false
2026-01-30T03:56:02.822927Z,Phil Andrew,0.3,false
2026-01-30T03:57:03.156616Z,Daniel Biss,67.4,true
2026-01-30T03:57:03.156616Z,Kat Abugazaleh,19.8,true
2026-01-30T03:57:03.156616Z,Laura Fine,10.4,true
2026-01-30T03:57:03.156616Z,Mike Simmons,0.8,true
2026-01-30T03:57:03.156616Z,Bushra Amiwala,0.8,false
2026-01-30T03:57:03.156616Z,Phil Andrew,0.3,false
2026-01-30T03:58:03.396894Z,Daniel Biss,67.4,true
2026-01-30T03:58:03.396894Z,Kat Abugazaleh,19.8,true
2026-01-30T03:58:03.396894Z,Laura Fine,10.4,true
2026-01-30T03:58:03.396894Z,Mike Simmons,0.8,true
2026-01-30T03:58:03.396894Z,Bushra Amiwala,0.8,false
2026-01-30T03:58:03.396894Z,Phil Andrew,0.3,false
2026-01-30T03:59:03.593109Z,Daniel Biss,67.4,true
2026-01-30T03:59:03.593109Z,Kat Abugazaleh,19.8,true
2026-01-30T03:59:03.593109Z,Laura Fine,10.4,true
2026-01-30T03:59:03.593109Z,Mike Simmons,0.8,true
2026-01-30T03:59:03.593109Z,Bushra Amiwala,0.8,false
2026-01-30T03:59:03.593109Z,Phil Andrew,0.3,false
2026-01-30T04:00:03.835755Z,Daniel Biss,67.4,true
2026-01-30T04:00:03.835755Z,Kat Abugazaleh,19.8,true
2026-01-30T04:00:03.835755Z,Laura Fine,10.4,true
2026-01-30T04:00:03.835755Z,Mike Simmons,0.8,true
2026-01-30T04:00:03.835755Z,Bushra Amiwala,0.8,false
2026-01-30T04:00:03.835755Z,Phil Andrew,0.3,false
2026-01-30T04:01:04.078298Z,Daniel Biss,67.4,true
2026-01-30T04:01:04.078298Z,Kat Abugazaleh,19.8,true
2026-01-30T04:01:04.078298Z,Laura Fine,10.4,true
2026-01-30T04:01:04.078298Z,Mike Simmons,0.8,true
2026-01-30T04:01:04.078298Z,Bushra Amiwala,0.8,false
2026-01-30T04:01:04.078298Z,Phil Andrew,0.3,false
2026-01-30T04:02:04.306830Z,Daniel Biss,67.4,true
2026-01-30T04:02:04.306830Z,Kat Abugazaleh,19.8,true
2026-01-30T04:02:04.306830Z,Laura Fine,10.4,true
2026-01-30T04:02:04.306830Z,Mike Simmons,0.8,true
2026-01-30T04:02:04.306830Z,Bushra Amiwala,0.8,false
2026-01-30T04:02:04.306830Z,Phil Andrew,0.3,false
2026-01-30T04:03:04.518411Z,Daniel Biss,67.3,true
2026-01-30T04:03:04.518411Z,Kat Abugazaleh,19.8,true
2026-01-30T04:03:04.518411Z,Laura Fine,10.5,true
2026-01-30T04:03:04.518411Z,Mike Simmons,0.8,true
2026-01-30T04:03:04.518411Z,Bushra Amiwala,0.8,false
2026-01-30T04:03:04.518411Z,Phil Andrew,0.3,false
2026-01-30T04:04:04.735205Z,Daniel Biss,67.4,true
2026-01-30T04:04:04.735205Z,Kat Abugazaleh,19.8,true
2026-01-30T04:04:04.735205Z,Laura Fine,10.4,true
2026-01-30T04:04:04.735205Z,Mike Simmons,0.8,true
2026-01-30T04:04:04.735205Z,Bushra Amiwala,0.8,false
2026-01-30T04:04:04.735205Z,Phil Andrew,0.3,false
2026-01-30T04:05:04.938920Z,Daniel Biss,67.4,true
2026-01-30T04:05:04.938920Z,Kat Abugazaleh,19.8,true
2026-01-30T04:05:04.938920Z,Laura Fine,10.4,true
2026-01-30T04:05:04.938920Z,Mike Simmons,0.8,true
2026-01-30T04:05:04.938920Z,Bushra Amiwala,0.8,false
2026-01-30T04:05:04.938920Z,Phil Andrew,0.3,false
2026-01-30T04:05:47.794212Z,Daniel Biss,67.4,true
2026-01-30T04:05:47.794212Z,Kat Abugazaleh,19.8,true
2026-01-30T04:05:47.794212Z,Laura Fine,10.4,true
2026-01-30T04:05:47.794212Z,Mike Simmons,0.8,true
2026-01-30T04:05:47.794212Z,Bushra Amiwala,0.8,false
2026-01-30T04:05:47.794212Z,Phil Andrew,0.3,false
2026-01-30T04:06:05.127921Z,Daniel Biss,67.4,true
2026-01-30T04:06:05.127921Z,Kat Abugazaleh,19.8,true
2026-01-30T04:06:05.127921Z,Laura Fine,10.4,true
2026-01-30T04:06:05.127921Z,Mike Simmons,0.8,true
2026-01-30T04:06:05.127921Z,Bushra Amiwala,0.8,false
2026-01-30T04:06:05.127921Z,Phil Andrew,0.3,false
2026-01-30T04:07:05.427150Z,Daniel Biss,67.4,true
2026-01-30T04:07:05.427150Z,Kat Abugazaleh,19.8,true
2026-01-30T04:07:05.427150Z,Laura Fine,10.4,true
2026-01-30T04:07:05.427150Z,Mike Simmons,0.8,true
2026-01-30T04:07:05.427150Z,Bushra Amiwala,0.8,false
2026-01-30T04:07:05.427150Z,Phil Andrew,0.3,false
2026-01-30T04:07:48.391051Z,Daniel Biss,67.4,true
2026-01-30T04:07:48.391051Z,Kat Abugazaleh,19.8,true
2026-01-30T04:07:48.391051Z,Laura Fine,10.4,true
2026-01-30T04:07:48.391051Z,Mike Simmons,0.8,true
2026-01-30T04:07:48.391051Z,Bushra Amiwala,0.8,false
2026-01-30T04:07:48.391051Z,Phil Andrew,0.3,false
2026-01-30T04:07:48.481485Z,Daniel Biss,67.4,true
2026-01-30T04:07:48.481485Z,Kat Abugazaleh,19.8,true
2026-01-30T04:07:48.481485Z,Laura Fine,10.4,true
2026-01-30T04:07:48.481485Z,Mike Simmons,0.8,true
2026-01-30T04:07:48.481485Z,Bushra Amiwala,0.8,false
2026-01-30T04:07:48.481485Z,Phil Andrew,0.3,false
2026-01-30T04:08:05.577167Z,Daniel Biss,67.4,true
2026-01-30T04:08:05.577167Z,Kat Abugazaleh,19.8,true
2026-01-30T04:08:05.577167Z,Laura Fine,10.4,true
2026-01-30T04:08:05.577167Z,Mike Simmons,0.8,true
2026-01-30T04:08:05.577167Z,Bushra Amiwala,0.8,false
2026-01-30T04:08:05.577167Z,Phil Andrew,0.3,false
2026-01-30T04:09:05.773383Z,Daniel Biss,67.4,true
2026-01-30T04:09:05.773383Z,Kat Abugazaleh,19.8,true
2026-01-30T04:09:05.773383Z,Laura Fine,10.4,true
2026-01-30T04:09:05.773383Z,Mike Simmons,0.8,true
2026-01-30T04:09:05.773383Z,Bushra Amiwala,0.8,false
2026-01-30T04:09:05.773383Z,Phil Andrew,0.3,false
2026-01-30T04:10:06.302379Z,Daniel Biss,67.4,true
2026-01-30T04:10:06.302379Z,Kat Abugazaleh,19.8,true
2026-01-30T04:10:06.302379Z,Laura Fine,10.4,true
2026-01-30T04:10:06.302379Z,Mike Simmons,0.8,true
2026-01-30T04:10:06.302379Z,Bushra Amiwala,0.8,false
2026-01-30T04:10:06.302379Z,Phil Andrew,0.3,false
2026-01-30T04:11:06.501807Z,Daniel Biss,67.4,true
2026-01-30T04:11:06.501807Z,Kat Abugazaleh,19.8,true
2026-01-30T04:11:06.501807Z,Laura Fine,10.4,true
2026-01-30T04:11:06.501807Z,Mike Simmons,0.8,true
2026-01-30T04:11:06.501807Z,Bushra Amiwala,0.8,false
2026-01-30T04:11:06.501807Z,Phil Andrew,0.3,false
2026-01-30T04:11:48.192690Z,Daniel Biss,67.4,true
2026-01-30T04:11:48.192690Z,Kat Abugazaleh,19.8,true
2026-01-30T04:11:48.192690Z,Laura Fine,10.4,true
2026-01-30T04:11:48.192690Z,Mike Simmons,0.8,true
2026-01-30T04:11:48.192690Z,Bushra Amiwala,0.8,false
2026-01-30T04:11:48.192690Z,Phil Andrew,0.3,false
2026-01-30T04:11:48.372355Z,Daniel Biss,67.4,true
2026-01-30T04:11:48.372355Z,Kat Abugazaleh,19.8,true
2026-01-30T04:11:48.372355Z,Laura Fine,10.4,true
2026-01-30T04:11:48.372355Z,Mike Simmons,0.8,true
2026-01-30T04:11:48.372355Z,Bushra Amiwala,0.8,false
2026-01-30T04:11:48.372355Z,Phil Andrew,0.3,false
2026-01-30T04:12:06.649385Z,Daniel Biss,67.4,true
2026-01-30T04:12:06.649385Z,Kat Abugazaleh,19.8,true
2026-01-30T04:12:06.649385Z,Laura Fine,10.4,true
2026-01-30T04:12:06.649385Z,Mike Simmons,0.8,true
2026-01-30T04:12:06.649385Z,Bushra Amiwala,0.8,false
2026-01-30T04:12:06.649385Z,Phil Andrew,0.3,false
2026-01-30T04:13:06.851352Z,Daniel Biss,67.4,true
2026-01-30T04:13:06.851352Z,Kat Abugazaleh,19.8,true
2026-01-30T04:13:06.851352Z,Laura Fine,10.4,true
2026-01-30T04:13:06.851352Z,Mike Simmons,0.8,true
2026-01-30T04:13:06.851352Z,Bushra Amiwala,0.8,false
2026-01-30T04:13:06.851352Z,Phil Andrew,0.3,false
2026-01-30T04:14:07.057075Z,Daniel Biss,67.4,true
2026-01-30T04:14:07.057075Z,Kat Abugazaleh,19.8,true
2026-01-30T04:14:07.057075Z,Laura Fine,10.4,true
2026-01-30T04:14:07.057075Z,Mike Simmons,0.8,true
2026-01-30T04:14:07.057075Z,Bushra Amiwala,0.8,false
2026-01-30T04:14:07.057075Z,Phil Andrew,0.3,false
2026-01-30T04:15:07.265676Z,Daniel Biss,67.5,true
2026-01-30T04:15:07.265676Z,Kat Abugazaleh,19.8,true
2026-01-30T04:15:07.265676Z,Laura Fine,10.4,true
2026-01-30T04:15:07.265676Z,Mike Simmons,0.8,true
2026-01-30T04:15:07.265676Z,Bushra Amiwala,0.8,false
2026-01-30T04:15:07.265676Z,Phil Andrew,0.3,false
2026-01-30T04:15:48.112970Z,Daniel Biss,67.4,true
2026-01-30T04:15:48.112970Z,Kat Abugazaleh,19.8,true
2026-01-30T04:15:48.112970Z,Laura Fine,10.4,true
2026-01-30T04:15:48.112970Z,Mike Simmons,0.8,true
2026-01-30T04:15:48.112970Z,Bushra Amiwala,0.8,false
2026-01-30T04:15:48.112970Z,Phil Andrew,0.3,false
2026-01-30T04:15:48.210907Z,Daniel Biss,67.4,true
2026-01-30T04:15:48.210907Z,Kat Abugazaleh,19.8,true
2026-01-30T04:15:48.210907Z,Laura Fine,10.4,true
2026-01-30T04:15:48.210907Z,Mike Simmons,0.8,true
2026-01-30T04:15:48.210907Z,Bushra Amiwala,0.8,false
2026-01-30T04:15:48.210907Z,Phil Andrew,0.3,false
2026-01-30T04:16:07.481533Z,Daniel Biss,67.4,true
2026-01-30T04:16:07.481533Z,Kat Abugazaleh,19.8,true
2026-01-30T04:16:07.481533Z,Laura Fine,10.4,true
2026-01-30T04:16:07.481533Z,Mike Simmons,0.8,true
2026-01-30T04:16:07.481533Z,Bushra Amiwala,0.8,false
2026-01-30T04:16:07.481533Z,Phil Andrew,0.3,false
2026-01-30T04:17:07.683069Z,Daniel Biss,67.4,true
2026-01-30T04:17:07.683069Z,Kat Abugazaleh,19.8,true
2026-01-30T04:17:07.683069Z,Laura Fine,10.4,true
2026-01-30T04:17:07.683069Z,Mike Simmons,0.8,true
2026-01-30T04:17:07.683069Z,Bushra Amiwala,0.8,false
2026-01-30T04:17:07.683069Z,Phil Andrew,0.3,false
2026-01-30T04:18:07.889465Z,Daniel Biss,67.4,true
2026-01-30T04:18:07.889465Z,Kat Abugazaleh,19.8,true
2026-01-30T04:18:07.889465Z,Laura Fine,10.4,true
2026-01-30T04:18:07.889465Z,Mike Simmons,0.8,true
2026-01-30T04:18:07.889465Z,Bushra Amiwala,0.8,false
2026-01-30T04:18:07.889465Z,Phil Andrew,0.3,false
2026-01-30T04:19:08.103630Z,Daniel Biss,67.4,true
2026-01-30T04:19:08.103630Z,Kat Abugazaleh,19.8,true
2026-01-30T04:19:08.103630Z,Laura Fine,10.4,true
2026-01-30T04:19:08.103630Z,Mike Simmons,0.8,true
2026-01-30T04:19:08.103630Z,Bushra Amiwala,0.8,false
2026-01-30T04:19:08.103630Z,Phil Andrew,0.3,false
2026-01-30T04:19:48.161933Z,Daniel Biss,67.4,true
2026-01-30T04:19:48.161933Z,Kat Abugazaleh,19.8,true
2026-01-30T04:19:48.161933Z,Laura Fine,10.4,true
2026-01-30T04:19:48.161933Z,Mike Simmons,0.8,true
2026-01-30T04:19:48.161933Z,Bushra Amiwala,0.8,false
2026-01-30T04:19:48.161933Z,Phil Andrew,0.3,false
2026-01-30T04:19:48.256579Z,Daniel Biss,67.4,true
2026-01-30T04:19:48.256579Z,Kat Abugazaleh,19.8,true
2026-01-30T04:19:48.256579Z,Laura Fine,10.4,true
2026-01-30T04:19:48.256579Z,Mike Simmons,0.8,true
2026-01-30T04:19:48.256579Z,Bushra Amiwala,0.8,false
2026-01-30T04:19:48.256579Z,Phil Andrew,0.3,false
2026-01-30T04:20:08.396128Z,Daniel Biss,67.4,true
2026-01-30T04:20:08.396128Z,Kat Abugazaleh,19.8,true
2026-01-30T04:20:08.396128Z,Laura Fine,10.4,true
2026-01-30T04:20:08.396128Z,Mike Simmons,0.8,true
2026-01-30T04:20:08.396128Z,Bushra Amiwala,0.8,false
2026-01-30T04:20:08.396128Z,Phil Andrew,0.3,false
2026-01-30T04:21:08.591708Z,Daniel Biss,67.4,true
2026-01-30T04:21:08.591708Z,Kat Abugazaleh,19.8,true
2026-01-30T04:21:08.591708Z,Laura Fine,10.4,true
2026-01-30T04:21:08.591708Z,Mike Simmons,0.8,true
2026-01-30T04:21:08.591708Z,Bushra Amiwala,0.8,false
2026-01-30T04:21:08.591708Z,Phil Andrew,0.3,false
2026-01-30T04:22:08.788860Z,Daniel Biss,67.4,true
2026-01-30T04:22:08.788860Z,Kat Abugazaleh,19.8,true
2026-01-30T04:22:08.788860Z,Laura Fine,10.4,true
2026-01-30T04:22:08.788860Z,Mike Simmons,0.8,true
2026-01-30T04:22:08.788860Z,Bushra Amiwala,0.8,false
2026-01-30T04:22:08.788860Z,Phil Andrew,0.3,false
2026-01-30T04:23:08.981884Z,Daniel Biss,67.4,true
2026-01-30T04:23:08.981884Z,Kat Abugazaleh,19.8,true
2026-01-30T04:23:08.981884Z,Laura Fine,10.4,true
2026-01-30T04:23:08.981884Z,Mike Simmons,0.8,true
2026-01-30T04:23:08.981884Z,Bushra Amiwala,0.8,false
2026-01-30T04:23:08.981884Z,Phil Andrew,0.3,false
2026-01-30T04:24:09.225730Z,Daniel Biss,67.4,true
2026-01-30T04:24:09.225730Z,Kat Abugazaleh,19.8,true
2026-01-30T04:24:09.225730Z,Laura Fine,10.4,true
2026-01-30T04:24:09.225730Z,Mike Simmons,0.8,true
2026-01-30T04:24:09.225730Z,Bushra Amiwala,0.8,false
2026-01-30T04:24:09.225730Z,Phil Andrew,0.3,false
2026-01-30T04:25:09.434190Z,Daniel Biss,67.4,true
